,Unnamed: 0,composition,mp-id,target,space_group
3247,3247,CsRbP,,0.0,
3248,3248,CsSb(SO4)2,mp-1195448.cif,4.68,19.0
3250,3250,CsScBr3,mp-1213644.cif,0.0,194.0
3251,3251,CsSn3,,0.0,
3252,3252,CsTa3(SeO6)2,,3.88,
3253,3253,CsTaPSe6,,2.29,
3260,3260,CsWCl6,mp-30974.cif,0.0,15.0
3261,3261,Cu(IrS2)2,mp-15065.cif,0.0,227.0
3262,3262,Cu(NO3)2,,0.0,
3263,3263,Cu10Sb3,mp-2004.cif,0.0,176.0
3265,3265,Cu15Si4,mp-14266.cif,0.0,220.0
3267,3267,Cu23(Sb4S13)2,,0.0,
3268,3268,Cu25Se26,,0.0,
3269,3269,Cu2H3ClO3,,0.0,
3270,3270,Cu2Hg2SF6,mp-6820.cif,0.0,227.0
3271,3271,Cu2HgGeSe4,mp-12855.cif,0.0,121.0
3272,3272,Cu2OF2,,0.0,
3273,3273,Cu2PHO5,,0.0,
3274,3274,Cu2Sb,mp-1825.cif,0.0,129.0
3275,3275,Cu3(BiI4)4,,0.0,
3278,3278,Cu3Hg2(Te3O8)2,mp-1194777.cif,2.56,90.0
3279,3279,Cu3Pd,mp-580357.cif,0.0,221.0
3281,3281,Cu4As2O9,,0.0,
3283,3283,Cu4Pd,mp-30594.cif,0.0,84.0
3285,3285,Cu5(Si2O7)2,,0.0,
3286,3286,Cu6PbO8,mp-22037.cif,0.0,225.0
3288,3288,Cu8O,mp-704745.cif,0.0,38.0
3289,3289,Cu9O13,,0.0,
3292,3292,CuBi(PSe3)2,mp-569715.cif,1.2,163.0
3295,3295,CuBiSO,,1.07,129.0
3296,3296,CuBiSeO,mp-23116.cif,0.82,129.0
3297,3297,CuCN2,,0.0,
3301,3301,CuMoO4,mp-541991.cif,0.0,2.0
3302,3302,CuP2(HO3)2,,0.0,
3304,3304,CuPS3,mp-1105187.cif,2.2,136.0
3307,3307,CuSbPbS3,,1.31,
3310,3310,Dy(CoGe)2,mp-19771.cif,0.0,139.0
3313,3313,Dy(CuTe)3,,0.34,
3314,3314,Dy(GeRu)2,,0.0,
3315,3315,Dy(InS2)3,,1.22,55.0
3318,3318,Dy2(GePt3)3,mp-641314.cif,0.0,15.0
3319,3319,Dy2(MoO4)3,mp-1213163.cif,1.92,15.0
3322,3322,Dy2CdPd2,,0.0,
3323,3323,Dy2CuOs,,0.0,
3326,3326,Dy2Ni12P7,mp-864836.cif,0.0,174.0
3327,3327,Dy2Sn5,mp-568064.cif,0.0,59.0
3328,3328,Dy2Te3,mp-1188427.cif,0.69,70.0
3329,3329,Dy2Ti3Si4,mp-19950.cif,0.0,92.0
3331,3331,Dy2ZnIn,,0.0,
3334,3334,Dy3InC,mp-19881.cif,0.0,221.0
3336,3336,Dy4CdRh,,0.0,
3337,3337,Dy4Sb3,mp-1927.cif,0.0,220.0
3338,3338,Dy4Te3S4,mp-1095296.cif,1.43,12.0
3339,3339,Dy5Pb3,mp-569760.cif,0.0,193.0
3340,3340,Dy5Sn3,mp-30623.cif,0.0,193.0
3341,3341,Dy6FeTe2,mp-10516.cif,0.0,189.0
3343,3343,DyAg,mp-2167.cif,0.0,221.0
3344,3344,DyAgGe,mp-567574.cif,0.0,189.0
3345,3345,DyAgHg2,,0.0,
3346,3346,DyB2Rh2C,,0.0,
3350,3350,DyCd2,,0.0,164.0
3351,3351,DyCoSi2,mp-8742.cif,0.0,63.0
3352,3352,DyFeSi,mp-22698.cif,0.0,129.0
3353,3353,DyGe,mp-20122.cif,0.0,63.0
3357,3357,DyIr2,mp-1358.cif,0.0,227.0
3358,3358,DyMn2,mp-2483.cif,0.0,227.0
3359,3359,DyNiGe2,mp-638084.cif,0.0,71.0
3360,3360,DyNiSn,mp-510152.cif,0.0,62.0
3362,3362,DyS2,,0.0,117.0
3363,3363,DySiIr,mp-20281.cif,0.0,62.0
3364,3364,DySn3,,0.0,63.0
3367,3367,DyZnGa,mp-1018682.cif,0.0,194.0
3370,3370,DyZrSb,mp-5068.cif,0.0,139.0
3372,3372,Er(CrSi)2,mp-12082.cif,0.0,139.0
3373,3373,Er(CuGe)2,,0.0,
3374,3374,Er(CuTe)3,mp-640885.cif,0.24,31.0
3375,3375,Er(InS2)3,,1.28,55.0
3377,3377,Er(SiPd)2,,0.0,
3378,3378,Er2(Ga3Co)3,,0.0,
3379,3379,Er2(MoO4)3,,0.96,
3380,3380,Er2C3,mp-9544.cif,0.0,220.0
3381,3381,Er2Fe14B,mp-3680.cif,0.0,136.0
3382,3382,Er2Mg3Ru,mp-1018684.cif,0.0,123.0
3385,3385,Er3Al3NiGe2,,0.0,
3387,3387,Er3Te4,,0.9,
3388,3388,Er4NiB13,mp-504627.cif,0.0,128.0
3392,3392,Er6MnBi2,mp-23039.cif,0.0,189.0
3393,3393,ErAgSn,mp-569724.cif,0.0,186.0
3394,3394,ErAl9(Fe2Si3)2,,0.0,
3397,3397,ErB2Ru3,,0.0,
3400,3400,ErCuPb,mp-16751.cif,0.0,186.0
3401,3401,ErFeC2,mp-1018064.cif,0.0,38.0
3403,3403,ErLu3,,0.0,
3405,3405,ErNi4Au,mp-1025001.cif,0.0,216.0
3406,3406,ErNi4B,mp-12965.cif,0.0,191.0
3411,3411,ErSnAu,mp-5640.cif,0.0,216.0
3412,3412,ErTlPd,mp-30609.cif,0.0,189.0
3416,3416,Eu(BiSe2)2,mp-1193071.cif,1.02,62.0
3417,3417,Eu(BiTe2)2,,0.44,220.0
3418,3418,Eu(CdSb)2,mp-19774.cif,0.0,164.0
3419,3419,Eu(ClO4)3,mp-627640.cif,0.0,176.0
3420,3420,Eu(DySe2)2,mp-645690.cif,1.8,62.0
3421,3421,Eu(ErSe2)2,mp-1193984.cif,1.7,62.0
3422,3422,Eu(FeSi)2,mp-582357.cif,0.0,139.0
3426,3426,Eu(HoSe2)2,mp-1193885.cif,1.8,62.0
3429,3429,Eu(InSe2)2,mp-1104657.cif,1.31,66.0
3430,3430,Eu(InTe2)2,,1.22,66.0
3431,3431,Eu(LuSe2)2,mp-645692.cif,1.7,62.0
3432,3432,Eu(MgBi)2,mp-1006146.cif,0.0,164.0
3433,3433,Eu(MnGe)2,mp-672298.cif,0.0,139.0
3434,3434,Eu(Ni2B)6,mp-580731.cif,0.0,166.0
3435,3435,Eu(NiAs)2,,0.0,
3436,3436,Eu(POs)2,,0.0,
3439,3439,Eu(TmSe2)2,mp-542964.cif,1.8,62.0
3444,3444,Eu2C(NO)2,,0.0,
3448,3448,Eu2ReO5,mp-20209.cif,0.0,85.0
3450,3450,Eu2TeO2,,0.0,
3452,3452,Eu3BWO9,mp-556626.cif,0.0,173.0
3453,3453,Eu3Se4,,0.58,70.0
3454,3454,Eu3Sn,,0.0,
3455,3455,Eu4Te7,,0.31,
3458,3458,EuAlO3,mp-21455.cif,0.0,62.0
3459,3459,EuB(SbO4)2,,3.46,
3461,3461,EuCd11,mp-583684.cif,0.0,141.0
3463,3463,EuCo8P5,mp-583224.cif,0.0,59.0
3467,3467,EuGe3Pt,mp-19763.cif,0.0,107.0
3468,3468,EuIn2(GeIr)4,,0.26,
3469,3469,EuN,mp-20340.cif,1.25,225.0
3470,3470,EuNiGe3,mp-974769.cif,0.0,107.0
3471,3471,EuPPt,,0.0,
3472,3472,EuPd,mp-1018147.cif,0.0,63.0
3473,3473,EuSbO3,,0.0,
3474,3474,EuScO3,mp-22487.cif,0.0,62.0
3475,3475,EuSeClO3,,0.0,
3476,3476,EuSn3,mp-20387.cif,0.0,221.0
3477,3477,EuSnAu2,,0.0,
3478,3478,EuSnO3,,0.0,
3480,3480,EuTiClO3,mp-555860.cif,0.0,12.0
3481,3481,EuTiO3,mp-22246.cif,0.0,221.0
3482,3482,EuTl,mp-542584.cif,0.0,221.0
3484,3484,Fe(PdSe)2,,0.0,
3485,3485,Fe10O9F11,,0.0,
3486,3486,Fe12As5,,0.0,146.0
3487,3487,Fe2B(PO4)3,mp-1197728.cif,3.52,176.0
3488,3488,Fe2Cu(PO4)3,,0.0,
3489,3489,Fe2O2F3,,0.0,
3490,3490,Fe2S,,0.0,
3491,3491,Fe3B,mp-973682.cif,0.0,62.0
3492,3492,Fe3N,mp-1804.cif,0.0,182.0
3496,3496,Fe4Si2Sn7O16,,0.0,164.0
3497,3497,Fe6O7F5,,0.0,
3499,3499,Fe9Co7,,0.0,
3503,3503,FeBi(SeO3)3,,2.54,
3504,3504,FeBi25O39,,2.8,
3505,3505,FeCo2Si,mp-5436.cif,0.0,225.0
3506,3506,FeCoAs,,0.0,189.0
3508,3508,FeCuTe2,,0.16,129.0
3509,3509,FeOF,,0.0,136.0
3510,3510,FeP,mp-1005.cif,0.0,62.0
3512,3512,FePd3,mp-21845.cif,0.0,221.0
3514,3514,FeSn,mp-21260.cif,0.0,191.0
3515,3515,Ga2CuSe4,,0.63,216.0
3517,3517,Ga2HgS4,,2.79,
3518,3518,Ga2HgSe4,,1.95,
3521,3521,Ga2Si(AgS3)2,,2.35,
3522,3522,Ga2SiPbSe6,,2.17,
3528,3528,Ga4PbS7,,3.08,
3529,3529,Ga4SnS7,,3.1,7.0
3530,3530,Ga4SnSe7,,2.55,7.0
3531,3531,Ga5Ge(PbS3)4,,2.35,
3532,3532,Ga5Ge(PbSe3)4,,1.91,
3533,3533,Ga5Pd13,mp-31485.cif,0.0,12.0
3534,3534,Ga8Cu3Mo2,mp-567502.cif,0.0,220.0
3536,3536,GaAgGe3Se8,,2.17,43.0
3540,3540,GaAgTe2,mp-4899.cif,1.1,122.0
3543,3543,GaBi25O39,,2.99,197.0
3545,3545,GaCuO2,mp-4280.cif,1.47,166.0
3546,3546,GaFe3,mp-672661.cif,0.0,225.0
3547,3547,GaFeNi2,,0.0,12.0
3548,3548,GaHSeO4,,5.51,
3549,3549,GaSiAgSe4,,2.63,41.0
3550,3550,GaSiRu2,,0.0,
3554,3554,Gd(CuSe)3,,0.14,164.0
3556,3556,Gd(InS2)3,,1.13,55.0
3558,3558,Gd(SiRu)2,,0.0,
3564,3564,Gd3(AlNi3)2,,0.0,
3565,3565,Gd3Al7Ag2,,0.0,
3566,3566,Gd3Co11B4,mp-605854.cif,0.0,191.0
3569,3569,Gd6Ta4Al43,mp-680956.cif,0.0,193.0
3572,3572,GdCd4B3O10,,3.8,
3573,3573,GdGeRu,mp-19714.cif,0.0,62.0
3576,3576,GdNiO3,mp-505604.cif,0.0,62.0
3577,3577,GdO2,mp-21149.cif,0.0,129.0
3578,3578,GdPbAu,mp-20415.cif,0.0,216.0
3579,3579,GdSb,mp-510403.cif,0.0,225.0
3581,3581,GdSe2,,0.0,14.0
3582,3582,GdZn,mp-2497.cif,0.0,221.0
3583,3583,GdZnIn,mp-1018711.cif,0.0,194.0
3584,3584,Ge(Bi3O5)4,mp-23352.cif,3.25,197.0
3588,3588,Ge5(Te4As)2,,0.0,
3589,3589,GeAs3,,0.0,
3590,3590,GeI2,mp-27922.cif,1.5,164.0
3591,3591,GePb2(SeO3)4,,4.1,
3593,3593,GePt2,,0.0,
3595,3595,GeTe2,,0.3,
3598,3598,HPbI3,,0.0,
3599,3599,Hf(CoSi)2,mp-571367.cif,0.0,139.0
3601,3601,Hf(VGa2)2,mp-1025167.cif,0.0,139.0
3604,3604,Hf2Co4P3,mp-18581.cif,0.0,189.0
3605,3605,Hf2Fe,mp-2754.cif,0.0,227.0
3606,3606,Hf2Ge,mp-1072256.cif,0.0,140.0
3607,3607,Hf2Hg,mp-1018154.cif,0.0,139.0
3609,3609,Hf2Ni,mp-861.cif,0.0,140.0
3610,3610,Hf2OsPd,,0.0,
3611,3611,Hf2ReRh,,0.0,
3613,3613,Hf2Si,mp-9938.cif,0.0,140.0
3614,3614,Hf2Tl,,0.0,
3616,3616,Hf3(NiGe)4,mp-10076.cif,0.0,71.0
3619,3619,Hf3Sb,mp-15964.cif,0.0,82.0
3621,3621,Hf4Al3,mp-1025223.cif,0.0,191.0
3624,3624,Hf5CuPb3,mp-607409.cif,0.0,193.0
3625,3625,Hf5Pb,,0.0,
3626,3626,Hf5Sb3,mp-17466.cif,0.0,62.0
3627,3627,Hf5Sb9,mp-570870.cif,0.0,85.0
3629,3629,Hf5Sn3,mp-21104.cif,0.0,193.0
3630,3630,Hf5Sn4,mp-510691.cif,0.0,193.0
3632,3632,Hf6PbO18,,0.0,
3634,3634,HfAlPd2,mp-16501.cif,0.0,225.0
3635,3635,HfAs2,mp-29646.cif,0.0,62.0
3636,3636,HfAsRh,,0.0,
3639,3639,HfC,mp-21075.cif,0.0,225.0
3641,3641,HfFe2,mp-333.cif,0.0,227.0
3643,3643,HfHg4(AsCl3)2,mp-1198529.cif,2.47,61.0
3646,3646,HfNi5,mp-569516.cif,0.0,216.0
3647,3647,HfOs2,mp-570960.cif,0.0,194.0
3648,3648,HfPt,mp-1007691.cif,0.0,63.0
3652,3652,HfTiF6,mp-37737.cif,0.0,225.0
3654,3654,HfVSi,,0.0,194.0
3657,3657,Hg2Sb2O7,mp-557697.cif,0.0,227.0
3658,3658,Hg3As,,0.0,
3659,3659,Hg3Bi2(SCl4)2,mp-1104411.cif,3.26,12.0
3661,3661,Hg3C,,0.0,
3665,3665,Hg8Bi3As4Cl13,,2.43,152.0
3666,3666,HgBr,mp-23177.cif,2.6,139.0
3668,3668,HgIrO3,,0.0,
3669,3669,HgOsPb2,,0.0,
3670,3670,HgPt,mp-623.cif,0.0,123.0
3672,3672,HgRhO3,,0.0,
3673,3673,HgTeBr,,2.06,92.0
3674,3674,HgTeI,,1.85,92.0
3675,3675,Ho(BC)2,mp-20410.cif,0.0,127.0
3676,3676,Ho(BiO3)2,,0.0,
3679,3679,Ho(CuTe)3,,0.26,
3680,3680,Ho(InS2)3,,1.23,18.0
3682,3682,Ho(NiB)2,mp-31009.cif,0.0,15.0
3684,3684,Ho(SiOs)2,,0.0,
3686,3686,Ho(SiPt)2,mp-16377.cif,0.0,129.0
3687,3687,Ho(SiRu)2,mp-5720.cif,0.0,139.0
3688,3688,Ho10Si17,mp-569851.cif,0.0,44.0
3693,3693,Ho2Ge5Rh3,mp-17534.cif,0.0,15.0
3694,3694,Ho2GeS5,,2.5,
3697,3697,Ho3GaC,mp-10279.cif,0.0,221.0
3699,3699,Ho3Hg,,0.0,
3700,3700,Ho3Ni19B10,mp-28151.cif,0.0,12.0
3701,3701,Ho3P,,0.0,
3702,3702,Ho3Pd2,mp-12544.cif,0.0,127.0
3706,3706,Ho5Si4,mp-542829.cif,0.0,62.0
3707,3707,HoAlAu2,,0.0,
3708,3708,HoB2Rh3,,0.0,
3710,3710,HoC2,mp-1423.cif,0.0,139.0
3713,3713,HoCdCu4,,0.0,
3714,3714,HoCo3,mp-30558.cif,0.0,166.0
3718,3718,HoInAu2,mp-30388.cif,0.0,225.0
3720,3720,HoMg2,mp-13499.cif,0.0,194.0
3722,3722,HoMgZn2,,0.0,
3725,3725,HoSb2,mp-7925.cif,0.0,21.0
3726,3726,HoSi,mp-12899.cif,0.0,63.0
3729,3729,HoTiGe,mp-22108.cif,0.0,129.0
3730,3730,HoTiO3,mp-755236.cif,0.0,62.0
3734,3734,HoZnRh2,,0.0,
3739,3739,In2As2Cl2O5,mp-1191856.cif,4.62,2.0
3743,3743,In2GeTe3,,0.68,
3744,3744,In2Hg6(P2Cl3)3,,3.13,
3745,3745,In2HgS4,mp-22356.cif,2.0,227.0
3747,3747,In2Pt,,0.0,
3748,3748,In3AgTe5,,0.68,112.0
3749,3749,In3Au10,,0.0,
3751,3751,In3CuS5,,1.2,
3753,3753,In3Sb,,0.0,
3754,3754,In4As5(BrO4)3,mp-1200791.cif,4.22,2.0
3755,3755,In4Bi3S10,,1.42,6.0
3756,3756,In4Cu2Te7,,1.1,
3757,3757,In4Se3,23465.cif,0.64,58.0
3758,3758,In5AgS8,,1.76,227.0
3761,3761,In9AgTe14,,1.5,
3762,3762,InAg3,mp-30343.cif,0.0,221.0
3763,3763,InAgO2,mp-22660.cif,4.2,166.0
3765,3765,InAsI,,0.41,
3766,3766,InAu3,mp-569683.cif,0.0,59.0
3767,3767,InCuGeSe4,,1.3,122.0
3771,3771,InHgW2,,0.0,
3772,3772,InPt,mp-510438.cif,0.0,12.0
3773,3773,InPt3C,,0.0,
3774,3774,InSiIr,,0.0,
3775,3775,InSiTe3,mp-567931.cif,0.0,162.0
3776,3776,InSn2As2Se,,0.2,
3777,3777,InSnAsSe,,0.26,
3778,3778,IrPb,mp-510198.cif,0.0,194.0
3782,3782,K(FeAs)2,mp-35276.cif,0.0,139.0
3784,3784,K(OsO3)2,,0.0,216.0
3785,3785,K10Sn3(PSe3)8,,1.82,148.0
3786,3786,K11Mn4O16,,0.0,
3789,3789,K2B10H9O,,0.0,
3790,3790,K2BaNb2S11,mp-1212599.cif,1.77,14.0
3791,3791,K2Cd(PSe3)2,,2.58,14.0
3794,3794,K2Ge3(BO5)2,mp-560019.cif,5.38,5.0
3795,3795,K2Hg(PSe3)2,mp-568855.cif,2.25,14.0
3798,3798,K2In3AgSe6,mp-680403.cif,1.64,15.0
3799,3799,K2In3CuSe6,mp-21713.cif,1.68,15.0
3800,3800,K2Mn(SnSe3)2,mp-669410.cif,2.0,130.0
3801,3801,K2Mn3S4,,0.0,72.0
3802,3802,K2Mo2Se2O11,,3.3,
3804,3804,K2NbCuSe4,73324.cif,2.14,70.0
3805,3805,K2NbO6,,0.0,
3808,3808,K2Sb8Se3,,1.31,
3812,3812,K2Ti(CuS2)2,mp-1211474.cif,2.04,132.0
3813,3813,K2VAgS4,mp-8900.cif,1.85,70.0
3814,3814,K2VCuS4,mp-15147.cif,1.82,70.0
3816,3816,K3(FeS2)2,mp-541447.cif,0.0,62.0
3819,3819,K3Hg,,0.0,
3820,3820,K3LiNb6O15,,0.0,
3822,3822,K3Sn,,0.0,
3823,3823,K3Th2Cu3S7,,2.49,60.0
3824,3824,K3UF3,,0.0,
3826,3826,K4(ZrSe5)3,,1.81,2.0
3828,3828,K4Al4Si19,,1.4,223.0
3829,3829,K4C2O3,,0.0,
3831,3831,K4Ga4Si19,,1.18,223.0
3832,3832,K4Ge(PSe3)4,mp-1195433.cif,2.0,29.0
3833,3833,K6Yb3(PS4)5,mp-683975.cif,2.6,15.0
3835,3835,KAg2,mp-12735.cif,0.0,194.0
3840,3840,KBiO3,,0.0,204.0
3841,3841,KC60,,0.0,225.0
3843,3843,KCu2BiS3,mp-1194436.cif,1.29,2.0
3844,3844,KCuPO4,mp-649472.cif,0.0,61.0
3845,3845,KCuSnS3,,1.47,
3846,3846,KCuSnSe3,,1.04,
3847,3847,KEuS2,mp-1018137.cif,0.0,166.0
3849,3849,KHg,mp-11462.cif,0.0,2.0
3850,3850,KHg11,mp-11952.cif,0.0,221.0
3851,3851,KHg2,mp-30717.cif,0.0,74.0
3852,3852,KLi(WO3)3,,0.0,
3853,3853,KLiCO3,mp-562137.cif,6.32,14.0
3855,3855,KNb2O5,,0.0,
3856,3856,KNb2Se,,0.0,
3857,3857,KNb3(SeO6)2,,3.46,
3861,3861,KPAu5S8,,2.14,
3862,3862,KPPbO4,,4.44,62.0
3865,3865,KSb(SO4)2,mp-1195296.cif,4.64,14.0
3867,3867,KSiBiS4,421485.cif,2.25,14.0
3868,3868,KSnAuS3,,2.3,124.0
3869,3869,KSnAuSe3,,2.28,124.0
3870,3870,KTa3(TeO6)2,,4.06,
3871,3871,KTa3CuO9,,0.0,30.0
3873,3873,KThCuS3,mp-12365.cif,2.95,63.0
3875,3875,KTm,,0.0,
3877,3877,KUCuSe3,,0.0,
3879,3879,KV4Ag11O16,,2.0,
3883,3883,KZn4(BO3)3,mp-6652.cif,2.32,13.0
3884,3884,La(FeAs3)4,,0.0,
3885,3885,La(In2Au)2,mp-21523.cif,0.0,62.0
3887,3887,La(Ni2B)6,mp-14325.cif,0.0,36.0
3888,3888,La(PRu)2,mp-9886.cif,0.0,139.0
3889,3889,La(SiOs)2,mp-567203.cif,0.0,139.0
3890,3890,La(SiRu)2,mp-5105.cif,0.0,139.0
3895,3895,La20Cu9O40,,0.0,
3898,3898,La2CuO4,mp-1180676.cif,0.0,64.0
3899,3899,La2Fe(SeO)2,mp-1201876.cif,0.7,33.0
3902,3902,La2Ge5Ir3,mp-621659.cif,0.0,72.0
3904,3904,La2GeSe5,,1.24,
3907,3907,La2Nb2N2O5,,0.0,
3908,3908,La2Ni5B4,mp-3471.cif,0.0,12.0
3909,3909,La2PC,,0.0,
3910,3910,La2PI2,,0.0,166.0
3911,3911,La2PdO4,mp-8672.cif,0.0,139.0
3912,3912,La2Pr2O7,,0.0,
3914,3914,La2Si5Rh3,mp-8620.cif,0.0,72.0
3916,3916,La2TiCoO6,,1.02,14.0
3918,3918,La2VCoO6,,0.41,62.0
3919,3919,La2VNiO6,,0.45,62.0
3920,3920,La2Zn(SeO)2,,3.4,
3921,3921,La3(BN2)2,mp-569935.cif,0.0,71.0
3922,3922,La3(OsO5)2,mp-27330.cif,0.0,12.0
3923,3923,La3(ReO5)2,mp-29326.cif,0.0,12.0
3924,3924,La3AlN,mp-4505.cif,0.0,221.0
3927,3927,La3Mo4O16F,,3.7,
3928,3928,La3NiBr3,mp-866714.cif,0.0,98.0
3931,3931,La4Fe(SbS5)2,mp-1203562.cif,1.0,57.0
3935,3935,La5SmS8,,0.0,
3936,3936,La5YbS8,,0.0,
3937,3937,La6Sb4(SO4)3,,2.6,141.0
3938,3938,La8Mn7O24,,0.0,
3939,3939,LaAl12O19,,0.0,
3943,3943,LaBiAu2,,0.0,
3945,3945,LaCdAg2,,0.0,
3948,3948,LaCuSO,mp-6088.cif,3.1,129.0
3949,3949,LaCuSeO,mp-552488.cif,2.83,129.0
3950,3950,LaCuTeO,mp-546790.cif,2.31,129.0
3951,3951,LaGa,mp-1002133.cif,0.0,63.0
3952,3952,LaGa3Pd2,,0.0,
3953,3953,LaGeI,mp-568574.cif,0.0,164.0
3954,3954,LaH2,mp-24153.cif,0.0,225.0
3955,3955,LaH2NO5,,4.76,
3956,3956,LaHg,mp-734.cif,0.0,221.0
3957,3957,LaIn,mp-20582.cif,0.0,221.0
3958,3958,LaIn2Ir,mp-22017.cif,0.0,63.0
3962,3962,LaMg3,mp-2306.cif,0.0,225.0
3964,3964,LaP3,,0.0,
3967,3967,LaRe2Ag,,0.0,
3968,3968,LaReB,,0.0,
3971,3971,LaSi2Ru,mp-28795.cif,0.0,11.0
3973,3973,LaTb3,,0.0,
3976,3976,LaYbZn2,,0.0,
3978,3978,Li(CuO)3,,0.0,123.0
3979,3979,Li(NiO2)4,,0.0,
3982,3982,Li13Nb14ZnO42,,0.0,
3984,3984,Li14Ti21O48,,0.0,
3985,3985,Li15(FeO4)4,,0.0,
3986,3986,Li15Mn2O12,,0.0,
3987,3987,Li17Nb20O60,,0.0,
3988,3988,Li17Ti20O40,,0.0,
3989,3989,Li2(FeO2)5,,0.0,
3990,3990,Li2(LuGe)3,mp-3440.cif,0.0,63.0
3991,3991,Li2(NiO2)3,,0.0,
3993,3993,Li2B4O7,mp-560463.cif,7.3,110.0
3994,3994,Li2Co4O7F,,0.0,
3995,3995,Li2CrCo3O8,,0.0,
3996,3996,Li2CrCuO4,,0.0,
3998,3998,Li2CuF6,,0.0,
3999,3999,Li2DyIn,,0.0,
4000,4000,Li2EuSn,,0.0,
4001,4001,Li2Fe2(PO4)3,,0.0,
4002,4002,Li2Fe3CoO8,,0.0,
4003,4003,Li2Fe3NiO8,,0.0,
4004,4004,Li2Fe3SnO8,,0.0,
4005,4005,Li2FeWO6,,0.0,
4008,4008,Li2GaPd,,0.0,
4009,4009,Li2InAg,,0.0,
4010,4010,Li2LaTl,,0.0,
4012,4012,Li2MgIn,mp-12128.cif,0.0,225.0
4013,4013,Li2MgSn,mp-865935.cif,0.0,225.0
4016,4016,Li2MnGeS4,,3.06,33.0
4018,4018,Li2MnO2F,,0.0,
4019,4019,Li2Mo2Se2O11,,3.3,
4021,4021,Li2NdAs2,mp-7779.cif,0.0,164.0
4024,4024,Li2Ni3TeO8,,0.0,
4028,4028,Li2PrIn,,0.0,
4029,4029,Li2PrP2,mp-7777.cif,0.0,164.0
4031,4031,Li2SiHgS4,,2.68,
4033,4033,Li2SnHgS4,,2.32,
4034,4034,Li2SnIr,mp-1001914.cif,0.0,225.0
4035,4035,Li2TeMoO6,,3.5,
4036,4036,Li2TeWO6,,4.0,
4037,4037,Li2Ti3FeO8,,0.0,213.0
4041,4041,Li2V2F7,,0.0,
4042,4042,Li2V3CrO8,,0.0,
4044,4044,Li2YbPb,,0.0,
4047,4047,Li3(CuO)4,,0.0,
4048,4048,Li3(CuO2)2,mp-545467.cif,0.0,12.0
4049,4049,Li3AlTe4O11,,3.63,
4050,4050,Li3C,,0.0,
4052,4052,Li3Co2(GeO4)3,,0.0,
4053,4053,Li3Co3SbO8,,0.0,
4054,4054,Li3Co4TeO8,,0.0,
4057,4057,Li3CrCo3O8,,0.0,
4058,4058,Li3CrO4,,0.0,62.0
4061,4061,Li3Fe(CoO2)4,,0.0,
4062,4062,Li3Fe(SbO3)4,,0.0,
4064,4064,Li3FeNi3O8,,0.0,
4065,4065,Li3FeS3,,0.0,
4067,4067,Li3GaTe4O11,,3.85,
4068,4068,Li3Mn(CuO3)2,,0.0,
4069,4069,Li3Mn(NiO3)2,,0.0,
4074,4074,Li3Mn3WO8,,0.0,
4075,4075,Li3Mn4(PO4)6,,0.0,
4080,4080,Li3Ni2(GeO4)3,,0.0,
4082,4082,Li3Si3Ag2,,0.0,
4084,4084,Li3Ti3(PO4)4,,0.0,
4085,4085,Li3V12O29,,0.0,
4086,4086,Li3V4FeO12,,0.0,
4087,4087,Li3V4NiO12,,0.0,
4090,4090,Li4Co2Ni3O10,,0.0,
4091,4091,Li4Co3CuO8,,0.0,
4092,4092,Li4Co5SbO12,,0.0,
4093,4093,Li4Cr3NiO8,,0.0,
4094,4094,Li4CrO5,,0.0,
4095,4095,Li4Cu(PO4)2,,0.0,
4096,4096,Li4Fe2Cu3O10,,0.0,
4098,4098,Li4Fe7(OF7)2,,0.0,
4099,4099,Li4FeNi3O8,,0.0,
4100,4100,Li4MgNi3O8,,0.0,
4102,4102,Li4Mn3Cr3O12,,0.0,
4103,4103,Li4Mn5Cu3O16,,0.0,
4105,4105,Li4Mn5NbO12,,0.0,
4106,4106,Li4Mn5Ni3O16,,0.0,
4107,4107,Li4NbNi3O8,,0.0,
4108,4108,Li4Ni2(PO4)3,,0.0,
4111,4111,Li4TiCr3O8,,0.0,
4112,4112,Li4V5Cu3O16,,0.0,
4113,4113,Li4VF7,,0.0,
4114,4114,Li4WO5,mp-555377.cif,0.0,2.0
4117,4117,Li5Co2O2F5,,0.0,
4118,4118,Li5Cr2Ni5O12,,0.0,
4122,4122,Li5Mn2Cu5O12,,0.0,
4124,4124,Li5Mn5(SbO6)2,,0.0,
4125,4125,Li5Mn6(BO3)6,,0.0,
4126,4126,Li6(NiO2)5,,0.0,
4127,4127,Li6Fe3Co7O20,,0.0,
4128,4128,Li6Fe9CoO20,,0.0,
4129,4129,Li6FeNi9O20,,0.0,
4130,4130,Li6FeO5F,,0.0,
4132,4132,Li6Mn5CoO12,,0.0,
4133,4133,Li6Mn5FeO12,,0.0,
4134,4134,Li6Tb2O7,mp-562387.cif,0.0,14.0
4135,4135,Li7(Mo3S4)4,,0.0,
4136,4136,Li7(NiO2)11,,0.0,
4137,4137,Li7Ca8Nb12O40,,0.0,
4139,4139,Li7Ti5O12,,0.0,
4140,4140,Li7Ti7O16,,0.0,
4142,4142,Li8IrO6,mp-8469.cif,0.0,148.0
4144,4144,Li8PrO6,mp-8424.cif,0.0,148.0
4145,4145,Li8Ti16CuS32,,0.0,
4146,4146,Li8TiNi7O16,,0.0,
